,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,county,tweets,contribution,n_poll,frac_unem,frac_votes,total_votes,registered_A_a,registered_A_b,registered_A_c,registered_B_a,registered_B_b,registered_B_c,registered_C_a,registered_C_b,registered_C_c,registered_D_a,registered_D_b,registered_D_c,registered_E_a,registered_E_b,registered_E_c,registered_F_a,registered_F_b,registered_F_c,registered_G_a,registered_G_b,registered_G_c,registered_A,registered_B,registered_C,registered_D,registered_E,registered_F,registered_G,frac_registered_A_a,frac_registered_A_b,frac_registered_A_c,frac_registered_B_a,frac_registered_B_b,frac_registered_B_c,frac_registered_C_a,frac_registered_C_b,frac_registered_C_c,frac_registered_D_a,frac_registered_D_b,frac_registered_D_c,frac_registered_E_a,frac_registered_E_b,frac_registered_E_c,frac_registered_F_a,frac_registered_F_b,frac_registered_F_c,frac_registered_G_a,frac_registered_G_b,frac_registered_G_c,frac_registered_A,frac_registered_B,frac_registered_C,frac_registered_D,frac_registered_E,frac_registered_F,frac_registered_G,voted_A_a,voted_A_b,voted_A_c,voted_B_a,voted_B_b,voted_B_c,voted_C_a,voted_C_b,voted_C_c,voted_D_a,voted_D_b,voted_D_c,voted_E_a,voted_E_b,voted_E_c,voted_F_a,voted_F_b,voted_F_c,voted_G_a,voted_G_b,voted_G_c,voted_A,voted_B,voted_C,voted_D,voted_E,voted_F,voted_G,frac_vote_A_a,frac_vote_A_b,frac_vote_A_c,frac_vote_B_a,frac_vote_B_b,frac_vote_B_c,frac_vote_C_a,frac_vote_C_b,frac_vote_C_c,frac_vote_D_a,frac_vote_D_b,frac_vote_D_c,frac_vote_E_a,frac_vote_E_b,frac_vote_E_c,frac_vote_F_a,frac_vote_F_b,frac_vote_F_c,frac_vote_G_a,frac_vote_G_b,frac_vote_G_c,frac_voted_A,frac_voted_B,frac_voted_C,frac_voted_D,frac_voted_E,frac_voted_F,frac_voted_G,total_registers,latitude,longitude
47,47,47,47,DOUGLAS,0,1993788,0,0.053094553,0.647627662,69449,20862,27338,84,19233,21199,43,514,624,3,1919,2242,6,140,132,0,1035,1416,7,4939,5424,76,48284,40475,1141,4167,272,2458,10439,0.1945428773919206,0.2549330448729904,0.000783319,0.1793520832556231,0.1976854787571338,0.000400985,0.004793166,0.005818941,2.797567980901936e-05,0.0178951098511693,0.0209071580439404,5.595135961803872e-05,0.001305532,0.00123093,0.0,0.00965161,0.0132045208698571,6.527658622104517e-05,0.046057294,0.050580029094707,0.000708717,0.4502592412995636,0.3774385467566862,0.0106400835540303,0.038858219,0.002536462,0.0229214069901898,0.097346041,12540,19101,51,12896,14816,24,292,399,3,976,1302,2,58,73,0,537,869,2,2310,3161,37,31692,27736,694,2280,131,1408,5508,0.006011,0.006987,0.006071,0.006705,0.006989,0.005581,0.005681,0.006394,0.01,0.005086,0.005807,0.003333,0.004143,0.00553,0.0,0.005188,0.006137,0.002857,0.004677,0.005828,0.004868,0.4563348644328932,0.3993722011836023,0.009992944,0.032829846,0.001886276,0.02027387,0.079309997,107236,33.7018,-84.768
48,48,48,48,EARLY,0,148128,1,0.123220821,0.673245614,5219,1551,2192,6,1740,1892,2,10,13,0,12,16,0,3,6,0,10,20,0,150,128,1,3749,3634,23,28,9,30,279,0.2000773993808049,0.282765737874097,0.000773994,0.2244582043343653,0.2440660474716202,0.000257998,0.00128999,0.001676987,0.0,0.001547988,0.002063983,0.0,0.000386997,0.000773994,0.0,0.00128999,0.002579979,0.0,0.019349845,0.0165118679050567,0.000128999,0.4836171310629515,0.468782249742002,0.002966976,0.003611971,0.001160991,0.003869969,0.0359907120743034,814,1434,3,1324,1468,1,5,8,0,7,6,0,1,5,0,7,9,0,65,62,0,2251,2793,13,13,6,16,127,0.005248,0.006542,0.005,0.007609,0.007759,0.005,0.005,0.006154,0.0,0.005833,0.00375,0.0,0.003333,0.008333,0.0,0.007,0.0045,0.0,0.004333,0.004844,0.0,0.43130868,0.5351599923356964,0.002490899,0.002490899,0.001149646,0.003065721,0.0243341636328798,7752,31.3228,-84.9036
49,49,49,49,ECHOLS,0,14030,0,0.160026127,0.633304196,1449,44,61,0,880,977,1,3,3,0,92,85,0,8,6,0,13,8,0,61,45,1,105,1858,6,177,14,21,107,0.0192307692307692,0.026660839,0.0,0.3846153846153846,0.4270104895104895,0.000437063,0.001311189,0.001311189,0.0,0.04020979,0.03715035,0.0,0.003496503,0.002622378,0.0,0.005681818,0.003496503,0.0,0.026660839,0.0196678321678321,0.000437063,0.045891608,0.8120629370629371,0.002622378,0.07736014,0.006118881,0.009178322,0.0467657342657342,14,36,0,606,675,1,1,1,0,24,30,0,6,2,0,5,6,0,22,20,0,50,1282,2,54,8,11,42,0.003182,0.005902,0.0,0.006886,0.006909,0.01,0.003333,0.003333,0.0,0.002609,0.003529,0.0,0.0075,0.003333,0.0,0.003846,0.0075,0.0,0.003607,0.004444,0.0,0.034506556,0.8847481021394065,0.001380262,0.0372670807453416,0.005521049,0.007591442,0.0289855072463768,2288,30.7101,-82.894
50,50,50,50,EFFINGHAM,0,740434,0,0.058600979,0.673518408,31685,2580,3145,7,16865,17797,42,129,192,2,488,519,4,71,65,0,241,263,2,2275,2329,28,5732,34704,323,1011,136,506,4632,0.054842275,0.066852308,0.000148797,0.3584941756653346,0.3783054162061049,0.000892781,0.002742114,0.004081286,4.2513391718391296e-05,0.0103732675792874,0.011032225,8.502678343678259e-05,0.001509225,0.001381685,0.0,0.005122864,0.005590511,4.2513391718391296e-05,0.048358983,0.049506845,0.000595187,0.1218433806649094,0.7376923730975257,0.006865913,0.02149052,0.002890911,0.0107558881047529,0.098461015,1491,2219,4,11705,12787,30,81,125,1,249,296,3,40,37,0,136,146,0,1060,1255,20,3714,24522,207,548,77,282,2335,0.005779,0.007056,0.005714,0.00694,0.007185,0.007143,0.006279,0.00651,0.005,0.005102,0.005703,0.0075,0.005634,0.005692,0.0,0.005643,0.005551,0.0,0.004659,0.005389,0.007143,0.1172163484298564,0.7739308821208774,0.00653306,0.0172952501183525,0.002430172,0.00890011,0.073694177,47044,32.3674,-81.3414
51,51,51,51,ELBERT,0,238450,0,0.133217993,0.711232834,9219,1354,1932,2,4027,4582,4,33,39,1,72,77,0,3,13,0,43,56,2,382,323,17,3288,8613,73,149,16,101,722,0.1044591883968523,0.1490510723653757,0.000154297,0.3106773646042277,0.3534948310445919,0.000308594,0.002545903,0.003008795,7.714858818083629e-05,0.005554698,0.005940441,0.0,0.000231446,0.001002932,0.0,0.003317389,0.004320321,0.000154297,0.0294707606850794,0.0249189939824101,0.001311526,0.2536645579385897,0.6644807900015429,0.005631847,0.0114951396389446,0.001234377,0.007792007,0.055701281,756,1326,0,3061,3515,2,19,26,1,37,49,0,1,10,0,25,29,0,186,168,8,2082,6578,46,86,11,54,362,0.005583,0.006863,0.0,0.007601,0.007671,0.005,0.005758,0.006667,0.01,0.005139,0.006364,0.0,0.003333,0.007692,0.0,0.005814,0.005179,0.0,0.004869,0.005201,0.004706,0.2258379433778067,0.7135264128430415,0.004989695,0.009328561,0.001193188,0.005857468,0.039266732,12962,34.1168,-82.8401
52,52,52,52,EMANUEL,2,214904,0,0.13230275,0.652919085,9562,1715,2520,4,4089,4681,6,22,25,0,58,72,0,7,8,0,40,46,0,725,624,3,4239,8776,47,130,15,86,1352,0.1171048139296688,0.1720723796517582,0.000273131,0.2792079207920792,0.3196312734721748,0.000409696,0.001502219,0.001707067,0.0,0.003960396,0.004916354,0.0,0.000477979,0.000546262,0.0,0.002731308,0.003141004,0.0,0.04950495,0.0426083987709115,0.000204848,0.2894503243427791,0.59924889,0.003209286,0.00887675,0.00102424,0.005872311,0.092318197,841,1544,2,3059,3532,5,17,22,0,25,37,0,1,5,0,21,21,0,216,212,2,2387,6596,39,62,6,42,430,0.004904,0.006127,0.005,0.007481,0.007545,0.008333,0.007727,0.0088,0.0,0.00431,0.005139,0.0,0.001429,0.00625,0.0,0.00525,0.004565,0.0,0.002979,0.003397,0.006667,0.2496339677891654,0.6898138464756327,0.004078645,0.006483999,0.000627484,0.004392387,0.0449696716168165,14645,32.5897,-82.3017
53,53,53,53,EVANS,0,217458,0,0.117735687,0.661137808,4265,686,1010,1,1855,2091,3,14,21,0,70,80,0,3,5,0,30,32,0,301,248,1,1697,3949,35,150,8,62,550,0.1063401023097194,0.1565648736629979,0.000155015,0.2875523174701597,0.3241357929003255,0.000465044,0.002170206,0.003255309,0.0,0.0108510308479305,0.0124011781119206,0.0,0.000465044,0.000775074,0.0,0.004650442,0.004960471,0.0,0.046659433,0.038443652,0.000155015,0.2630599906991164,0.6121531545496822,0.005425515,0.0232522089598511,0.001240118,0.009610913,0.0852581,358,617,0,1392,1610,2,7,10,0,23,34,0,2,2,0,15,19,0,88,86,0,975,3004,17,57,4,34,174,0.005219,0.006109,0.0,0.007504,0.0077,0.006667,0.005,0.004762,0.0,0.003286,0.00425,0.0,0.006667,0.004,0.0,0.005,0.005938,0.0,0.002924,0.003468,0.0,0.2286049237983587,0.704337632,0.003985932,0.0133645955451348,0.000937866,0.007971864,0.0407971864009378,6451,32.1568,-81.8869
54,54,54,54,FANNIN,2,896944,0,0.365810803,0.710385898,14911,28,27,0,9261,10085,15,20,48,0,76,93,0,31,37,1,70,58,2,580,553,5,55,19361,68,169,69,130,1138,0.001333969,0.001286327,0.0,0.4412101000476417,0.4804668889947594,0.000714626,0.000952835,0.002286803,0.0,0.003620772,0.004430681,0.0,0.001476894,0.001762744,4.7641734159123394e-05,0.003334921,0.002763221,9.52834683182468e-05,0.0276322058122915,0.0263458789899952,0.000238209,0.002620295,0.922391615,0.003239638,0.008051453,0.00328728,0.006193425,0.054216293,4,7,0,6639,7322,11,12,34,0,35,57,0,16,24,1,44,35,2,335,331,2,11,13972,46,92,41,81,668,0.001429,0.002593,0.0,0.007169,0.00726,0.007333,0.006,0.007083,0.0,0.004605,0.006129,0.0,0.005161,0.006486,0.01,0.006286,0.006034,0.01,0.005776,0.005986,0.004,0.00073771,0.9370263563811952,0.003084971,0.006169942,0.002749648,0.005432231,0.044799142,20990,34.8641,-84.3198
55,55,55,55,FAYETTE,0,6359410,0,0.051236671,0.751125623,72235,9690,11782,44,27129,29482,92,1078,1312,11,1300,1616,6,83,83,1,823,952,3,5140,5475,67,21516,56703,2401,2922,167,1778,10682,0.1007601202050556,0.1225134918736807,0.000457528,0.2820971414905011,0.3065644854370951,0.000956649,0.0112094333932972,0.0136426499183728,0.000114382,0.0135178695837536,0.0168037517287275,6.2390167309632e-05,0.000863064,0.000863064,1.0398361218272e-05,0.008557851,0.00989924,3.1195083654816e-05,0.053447577,0.056931028,0.00069669,0.2237311399723403,0.5896182761596772,0.024966465,0.0303840114797907,0.001736526,0.0184882862460876,0.1110752945335815,7072,9384,31,20619,23101,68,711,941,7,808,1093,3,50,56,1,531,694,3,3243,3772,47,16487,43788,1659,1904,107,1228,7062,0.007298,0.007965,0.007045,0.0076,0.007836,0.007391,0.006596,0.007172,0.006364,0.006215,0.006764,0.005,0.006024,0.006747,0.01,0.006452,0.00729,0.01,0.006309,0.006889,0.007015,0.2282411573337025,0.606188136,0.0229667058904962,0.0263584135114556,0.001481276,0.0170000692185228,0.097764242,96169,33.4139,-84.4943
56,56,56,56,FLOYD,0,3705328,0,0.08874614,0.667978096,41597,3221,4553,6,21378,24639,34,259,323,3,835,951,3,48,41,0,220,265,2,2850,2627,15,7780,46051,585,1789,89,487,5492,0.0517238610633822,0.073113548,9.63499429929504e-05,0.3432948468838823,0.3956610409005508,0.000545983,0.004159106,0.005186839,4.81749714964752e-05,0.0134087003998522,0.0152714659643826,4.81749714964752e-05,0.0007708,0.000658391,0.0,0.003532831,0.004255456,3.21166476643168e-05,0.045766223,0.0421852167070801,0.000240875,0.1249337594141923,0.7395018707947264,0.009394119,0.0287283413357313,0.001429191,0.007820404,0.088192314,1595,2768,3,15396,17804,27,162,201,3,424,547,2,22,19,0,100,138,1,1146,1227,12,4366,33227,366,973,41,239,2385,0.004952,0.00608,0.005,0.007202,0.007226,0.007941,0.006255,0.006223,0.01,0.005078,0.005752,0.006667,0.004583,0.004634,0.0,0.004545,0.005208,0.005,0.004021,0.004671,0.008,0.1049594922710772,0.798783566,0.008798711,0.0233911099358126,0.000985648,0.005745607,0.057335866,62273,34.2632,-85.2143
57,57,57,57,FORSYTH,0,6657166,0,0.046014547,0.760121167,129983,2626,3080,20,52223,57315,242,6136,6511,44,2922,3356,15,164,207,2,1534,1654,13,16500,16121,318,5726,109780,12691,6293,373,3201,32939,0.0153564557346947,0.01801138,0.000116957,0.3053923030590106,0.3351695584287995,0.00141518,0.0358824114196826,0.038075355,0.000257305,0.01708742,0.0196253866891224,8.771775933755548e-05,0.000959048,0.001210505,1.1695701245007395e-05,0.008970603,0.009672345,7.602205809254809e-05,0.096489535,0.0942732,0.001859616,0.033484793,0.641977041,0.074215072,0.0368005239674157,0.002181248,0.01871897,0.1926223516546493,1774,2315,15,39959,45256,195,4864,5224,36,1855,2424,12,116,151,2,1043,1219,8,11553,11694,268,4104,85410,10124,4291,269,2270,23515,0.006756,0.007516,0.0075,0.007652,0.007896,0.008058,0.007927,0.008023,0.008182,0.006348,0.007223,0.008,0.007073,0.007295,0.01,0.006799,0.00737,0.006154,0.007002,0.007254,0.008428,0.03157336,0.6570859266211735,0.077887108,0.033012009,0.002069501,0.0174638221921328,0.1809082726202657,171003,34.2255,-84.1251
58,58,58,58,FRANKLIN,0,371282,0,0.154449273,0.681468884,10819,454,599,0,6411,6893,5,54,55,0,90,76,1,21,5,0,45,61,1,605,499,1,1053,13309,109,167,26,107,1105,0.028596623834719,0.037729907,0.0,0.4038170823885109,0.4341773746535651,0.000314941,0.003401361,0.003464349,0.0,0.005668934,0.0047871,6.298815822625347e-05,0.001322751,0.000314941,0.0,0.002834467,0.003842278,6.298815822625347e-05,0.0381078357268833,0.031431091,6.298815822625347e-05,0.066326531,0.8383093978332073,0.006865709,0.0105190224237843,0.001637692,0.006739733,0.069601915,203,311,0,4581,4997,4,34,33,0,37,48,0,10,3,0,16,31,1,262,248,0,514,9582,67,85,13,48,510,0.004471,0.005192,0.0,0.007146,0.007249,0.008,0.006296,0.006,0.0,0.004111,0.006316,0.0,0.004762,0.006,0.0,0.003556,0.005082,0.01,0.004331,0.00497,0.0,0.047509012,0.8856641094371014,0.006192809,0.007856549,0.00120159,0.004436639,0.0471392919863203,15876,34.3754,-83.2291
59,59,59,59,FULTON,72,262085554,0,0.091960422,0.621720043,527379,160468,191082,707,159073,164904,706,14469,15484,152,10985,12432,72,885,780,5,9377,11160,173,46576,47223,1545,352257,324683,30105,23489,1670,20710,95344,0.1891735769070259,0.2252640116568308,0.000833473,0.1875290300828285,0.1944031179193122,0.000832294,0.0170573103937717,0.01825388,0.000179191,0.0129500694364214,0.0146559183644598,8.487983608760542e-05,0.001043315,0.000919532,5.894433061639265e-06,0.01105442,0.013156375,0.000203947,0.054907822855782,0.055670562,0.00182138,0.4152710613987725,0.3827644419504443,0.03549038146413,0.027690868,0.001968741,0.0244147417413098,0.1123997651657868,73955,113438,261,115672,123747,462,9797,10910,104,6154,7722,42,342,377,2,5067,6707,78,23956,27942,644,187654,239881,20811,13918,721,11852,52542,0.004609,0.005937,0.003692,0.007272,0.007504,0.006544,0.006771,0.007046,0.006842,0.005602,0.006211,0.005833,0.003864,0.004833,0.004,0.005404,0.00601,0.004509,0.005143,0.005917,0.004168,0.3558238003409313,0.4548550473189111,0.039461184,0.026390888,0.001367138,0.0224734014816668,0.09962854,848258,33.7903,-84.467
60,60,60,60,GILMER,4,920402,0,0.275723881,0.704448792,16563,46,38,0,10252,10836,26,33,54,0,291,315,0,25,25,0,91,90,2,722,661,5,84,21114,87,606,50,183,1388,0.001956448,0.001616196,0.0,0.4360326641714869,0.460871045,0.001105818,0.001403539,0.0022967,0.0,0.012376659,0.0133974140864239,0.0,0.001063287,0.001063287,0.0,0.003870364,0.003827833,8.506294658046955e-05,0.0307077237155495,0.0281133038448451,0.000212657,0.003572644,0.898009527,0.003700238,0.0257740728138822,0.002126574,0.00778326,0.059033685,26,21,0,7320,7899,18,17,36,0,127,173,0,10,12,0,55,55,1,391,400,2,47,15237,53,300,22,111,793,0.005652,0.005526,0.0,0.00714,0.00729,0.006923,0.005152,0.006667,0.0,0.004364,0.005492,0.0,0.004,0.0048,0.0,0.006044,0.006111,0.005,0.005416,0.006051,0.004,0.00283765,0.9199420394856004,0.003199903,0.0181126607498641,0.001328262,0.006701684,0.0478778,23512,34.6912,-84.4556
61,61,61,61,GLASCOCK,0,27542,1,0.17961511,0.747268409,1573,54,76,0,872,989,1,2,3,0,2,1,0,0,1,0,3,5,0,54,42,0,130,1862,5,3,1,8,96,0.0256532066508313,0.036104513064133,0.0,0.4142517814726841,0.469833729,0.000475059,0.000950119,0.001425178,0.0,0.000950119,0.000475059,0.0,0.0,0.000475059,0.0,0.001425178,0.002375297,0.0,0.0256532066508313,0.0199524940617577,0.0,0.06175772,0.8845605700712589,0.002375297,0.001425178,0.000475059,0.003800475,0.045605701,28,51,0,684,760,1,2,2,0,0,1,0,0,1,0,2,3,0,21,17,0,79,1445,4,1,1,5,38,0.005185,0.006711,0.0,0.007844,0.007685,0.01,0.01,0.006667,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.006667,0.006,0.0,0.003889,0.004048,0.0,0.0502225047679593,0.9186268277177368,0.002542912,0.000635728,0.000635728,0.00317864,0.0241576605212968,2105,33.2293,-82.6107
62,62,62,62,GLYNN,0,4895706,0,0.185430306,0.64201116,42227,5853,7874,20,20057,23403,66,308,364,1,662,745,2,70,71,0,366,425,1,2723,2727,35,13747,43526,673,1409,141,792,5485,0.088987883,0.1197147765800556,0.000304076,0.3049427576665197,0.3558146959998783,0.001003451,0.004682773,0.005534186,1.5203807033281132e-05,0.01006492,0.0113268362397944,3.0407614066562263e-05,0.001064266,0.00107947,0.0,0.005564593,0.006461618,1.5203807033281132e-05,0.041399967,0.041460782,0.000532133,0.2090067352865157,0.6617609049305946,0.0102321621333982,0.0214221641098931,0.002143737,0.0120414151703586,0.083392882,2735,4672,10,13803,16719,49,180,227,1,281,362,2,38,36,0,176,213,0,1232,1476,15,7417,30571,408,645,74,389,2723,0.004673,0.005933,0.005,0.006882,0.007144,0.007424,0.005844,0.006236,0.01,0.004245,0.004859,0.01,0.005429,0.00507,0.0,0.004809,0.005012,0.0,0.004524,0.005413,0.004286,0.1756459137518649,0.7239680772965165,0.009662065,0.015274587,0.001752433,0.009212115,0.064484808,65773,31.2309,-81.5407
63,63,63,63,GORDON,0,752856,0,0.067118227,0.648785997,24129,700,711,0,14333,15868,15,137,158,1,931,1139,2,44,44,0,164,189,0,1498,1250,7,1411,30216,296,2072,88,353,2755,0.0188217579521927,0.019117528,0.0,0.3853889381839692,0.4266623645505633,0.000403323,0.003683687,0.00424834,2.6888225645989623e-05,0.0250329380764163,0.030625689,5.3776451291979245e-05,0.001183082,0.001183082,0.0,0.004409669,0.005081875,0.0,0.0402785620176924,0.033610282,0.000188218,0.0379392863864913,0.8124546261192224,0.007958915,0.0557124035384904,0.002366164,0.009491544,0.074077062,339,448,0,9848,11138,10,86,93,1,448,628,2,25,26,0,80,90,0,434,431,2,787,20996,180,1078,51,170,867,0.004843,0.006301,0.0,0.006871,0.007019,0.006667,0.006277,0.005886,0.01,0.004812,0.005514,0.01,0.005682,0.005909,0.0,0.004878,0.004762,0.0,0.002897,0.003448,0.002857,0.032616354,0.8701562435243897,0.007459903,0.04467653,0.002113639,0.007045464,0.035931866,37191,34.5032,-84.8759
64,64,64,64,GRADY,0,286776,0,0.105988387,0.677989645,10738,1824,2505,5,4648,5410,9,25,28,0,154,153,0,16,17,0,57,77,2,466,439,3,4334,10067,53,307,33,136,908,0.1151660563202424,0.1581639095845435,0.000315696,0.2934713979037757,0.3415835332744033,0.000568254,0.001578482,0.0017679,0.0,0.00972345,0.009660311,0.0,0.001010229,0.001073368,0.0,0.003598939,0.004861725,0.000126279,0.0294229069326935,0.027718146,0.000189418,0.2736456623311024,0.6356231847455487,0.003346382,0.0193837605758302,0.002083596,0.008586943,0.057330471,955,1649,3,3416,4032,7,12,19,0,63,69,0,8,7,0,33,38,1,189,234,3,2607,7455,31,132,15,72,426,0.005236,0.006583,0.006,0.007349,0.007453,0.007778,0.0048,0.006786,0.0,0.004091,0.00451,0.0,0.005,0.004118,0.0,0.005789,0.004935,0.005,0.004056,0.00533,0.01,0.2427826410877258,0.6942633637548892,0.002886944,0.0122927919538089,0.001396908,0.006705159,0.039672192,15838,30.8747,-84.2345
65,65,65,65,GREENE,0,1901252,0,0.219391296,0.760602191,11317,1680,2267,2,4642,4991,9,40,53,1,99,96,0,4,7,0,45,48,1,444,442,8,3949,9642,94,195,11,94,894,0.1129108138987835,0.1523623899455608,0.000134418,0.3119833322131863,0.3354392096243027,0.000604879,0.002688353,0.003562067,6.720881779689495e-05,0.006653673,0.006452047,0.0,0.000268835,0.000470462,0.0,0.003024397,0.003226023,6.720881779689495e-05,0.029840715,0.029706297,0.000537671,0.2654076214799382,0.6480274211976611,0.006317629,0.0131057194703945,0.000739297,0.006317629,0.060084683110424,889,1608,0,3839,4155,7,25,41,1,44,63,0,1,5,0,29,24,1,277,303,5,2497,8001,67,107,6,54,585,0.005292,0.007093,0.0,0.00827,0.008325,0.007778,0.00625,0.007736,0.01,0.004444,0.006562,0.0,0.0025,0.007143,0.0,0.006444,0.005,0.01,0.006239,0.006855,0.00625,0.2206415127684015,0.7069894848458071,0.005920297,0.009454803,0.000530176,0.004771583,0.051692145,14879,33.5788,-83.1667
66,66,66,66,GWINNETT,154,22233656,0,0.041930732,0.669323484,416603,77095,96189,590,119205,128013,544,28320,29702,282,26484,30394,232,751,721,5,9174,10855,116,30390,32195,1167,173874,247762,58304,57110,1477,20145,63752,0.1238625117283395,0.1545393493824145,0.000947907,0.1915173579424958,0.2056684832204413,0.000874002,0.045499531,0.047719882,0.000453067,0.042549773,0.048831665,0.000372736,0.001206573,0.001158374,8.033109263138953e-06,0.0147391488760073,0.0174398802102746,0.000186368,0.048825238,0.051725191,0.001874928,0.2793497680038044,0.3980598434507666,0.09367248,0.091754174,0.00237298,0.0323653972211868,0.1024253563487269,46988,68008,405,85980,96147,416,17152,19044,198,13759,19215,152,408,427,3,5409,7035,76,15671,19345,765,115401,182543,36394,33126,838,12520,35781,0.006095,0.00707,0.006864,0.007213,0.007511,0.007647,0.006056,0.006412,0.007021,0.005195,0.006322,0.006552,0.005433,0.005922,0.006,0.005896,0.006481,0.006552,0.005157,0.006009,0.006555,0.277004726322182,0.4381701523992866,0.087358948,0.07951455,0.002011507,0.030052592,0.085887524,622424,33.9617,-84.0236
67,67,67,67,HABERSHAM,0,1152924,0,0.105343511,0.689957948,20509,311,332,1,11835,13135,15,204,205,0,647,580,3,19,25,0,112,125,0,1133,1031,12,644,24985,409,1230,44,237,2176,0.0104625735912531,0.0111690496215306,3.3641715727502105e-05,0.3981497056349873,0.4418839360807401,0.000504626,0.00686291,0.006896552,0.0,0.02176619,0.019512195,0.000100925,0.000639193,0.000841043,0.0,0.003767872,0.004205214,0.0,0.038116064,0.034684609,0.000403701,0.0216652649285113,0.8405382674516401,0.013759462,0.0413793103448275,0.001480235,0.007973087,0.073204373,132,177,0,8631,9712,12,75,89,0,238,295,1,9,11,0,52,71,0,483,515,6,309,18355,164,534,20,123,1004,0.004244,0.005331,0.0,0.007293,0.007394,0.008,0.003676,0.004341,0.0,0.003679,0.005086,0.003333,0.004737,0.0044,0.0,0.004643,0.00568,0.0,0.004263,0.004995,0.005,0.0150665561460822,0.8949729387098347,0.007996489,0.026037349,0.000975182,0.005997367,0.048954118,29725,34.631,-83.5311
68,68,68,68,HALL,0,3557668,0,0.076016392,0.667838222,90637,4215,5046,17,44393,48998,159,842,962,11,6599,6872,46,115,109,0,811,865,3,8256,7324,74,9278,93550,1815,13517,224,1679,15654,0.031057274,0.037180309,0.000125261,0.3270997737939978,0.3610306741233596,0.001171556,0.006204086,0.007088279,8.10510105587362e-05,0.048623238,0.050634777,0.000338941,0.000847351,0.000803142,0.0,0.00597567,0.006373557,2.2104821061473507e-05,0.060832467561175,0.053965236,0.000545252,0.068362843,0.6893020034336156,0.0133734167421914,0.099596955,0.001650493,0.012371331520738,0.1153429562987687,2128,3226,8,32352,36876,118,475,600,8,2822,3797,32,68,70,0,420,527,1,3384,3673,52,5362,69346,1083,6651,138,948,7109,0.005049,0.006393,0.004706,0.007288,0.007526,0.007421,0.005641,0.006237,0.007273,0.004276,0.005525,0.006957,0.005913,0.006422,0.0,0.005179,0.006092,0.003333,0.004099,0.005015,0.007027,0.059159063,0.7650959321248497,0.0119487626466012,0.073380628,0.001522557,0.0104593046989639,0.078433752,135717,34.3169,-83.8197
69,69,69,69,HANCOCK,0,41832,1,0.326388889,0.67990236,4178,1869,2249,3,826,796,2,7,5,0,11,5,0,3,2,0,18,21,0,170,157,1,4121,1624,12,16,5,39,328,0.3041497152156224,0.3659886086248983,0.000488202,0.1344182262001627,0.1295362082994304,0.000325468,0.001139138,0.00081367,0.0,0.001790073,0.00081367,0.0,0.000488202,0.000325468,0.0,0.002929211,0.003417413,0.0,0.0276647681041497,0.0255492270138323,0.000162734,0.670626526,0.264279902,0.001952807,0.002603743,0.00081367,0.006346623,0.0533767290480065,1099,1657,1,619,607,2,4,4,0,7,2,0,3,1,0,8,11,0,73,79,1,2757,1228,8,9,4,19,153,0.00588,0.007368,0.003333,0.007494,0.007626,0.01,0.005714,0.008,0.0,0.006364,0.004,0.0,0.01,0.005,0.0,0.004444,0.005238,0.0,0.004294,0.005032,0.01,0.6598851124940163,0.2939205361416946,0.001914792,0.002154141,0.000957396,0.00454763,0.036620393,6145,33.2704,-83.0007
70,70,70,70,HARALSON,0,190691,0,0.08013342,0.662358119,14297,415,436,1,9081,9919,21,48,64,0,61,58,0,22,26,0,73,67,1,695,593,4,852,19021,112,119,48,141,1292,0.019226315,0.020199212,4.63284688441047e-05,0.4207088255733148,0.4595320824646745,0.000972898,0.002223767,0.002965022,0.0,0.002826037,0.002687051,0.0,0.001019226,0.00120454,0.0,0.003381978,0.003104007,4.63284688441047e-05,0.032198286,0.027472782,0.000185314,0.039471855,0.8812138058837156,0.005188789,0.005513088,0.002223767,0.006532314,0.0598563817465832,187,251,0,6193,6898,13,27,42,0,32,35,0,8,13,0,38,31,1,254,271,3,438,13104,69,67,21,70,528,0.004506,0.005757,0.0,0.00682,0.006954,0.00619,0.005625,0.006562,0.0,0.005246,0.006034,0.0,0.003636,0.005,0.0,0.005205,0.004627,0.01,0.003655,0.00457,0.0075,0.0306357977198013,0.9165559208225502,0.004826187,0.004686298,0.00146884,0.004896132,0.036930825,21585,33.7942,-85.211
